,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
9768,KISS: Psycho Circus - The Nightmare Child,PC,2000-07-18,71,7.6,ThirdLawInteractive,"Action,Shooter,Shooter,First-Person,Fantasy,Arcade",1-16 ,26,22
12813,Walt Disney World Quest: Magical Racing Tour,Dreamcast,2000-07-19,65,8.0,CrystalDynamics,"Driving,Racing,Kart",No info,14,5
11361,Bang! Gunship Elite,PC,2000-07-19,68,7.0,RaylandInteractive,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",1-8 ,15,5
11360,Ball Breakers,PlayStation,2000-07-26,68,5.3,LostToys,"Action,General",1-2 ,10,4
10840,Strider 2,PlayStation,2000-07-29,69,8.3,Capcom,"Action,Platformer,2D",1 Player,15,17
14333,Dogs of War,PC,2000-07-30,61,0.0,SiliconDreams,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",1-8 ,15,0
17292,NFL QB Club 2001,Dreamcast,2000-07-30,44,0.0,HighVoltageSoftware,"Sports,Traditional,Football,Sim",No info,9,0
11136,Metal Fatigue,PC,2000-07-31,68,8.6,ZonoInc.,"Strategy,Real-Time,General,General",1-8 ,20,46
15451,Sydney 2000,PlayStation,2000-07-31,57,0.0,AttentionToDetail,"Sports,Olympic Sports",1-2 ,10,0
1198,Enemy Engaged: RAH-66 Comanche Versus Ka-52 Hokum,PC,2000-07-31,86,7.2,Razorworks,"Simulation,Flight,Helicopter,Helicopter,Combat,Civilian",Up to 16 ,11,17
12466,WWF Royal Rumble,Dreamcast,2000-08-01,66,6.2,Yuke's,"Action,Fighting,Wrestling",No info,23,10
11072,Submarine Titans,PC,2000-08-03,69,7.5,EllipseStudios,"Strategy,Real-Time,General,General,Command",Up to 24 ,16,30
5401,Heavy Metal: F.A.K.K. 2,PC,2000-08-06,78,7.5,RitualEntertainment,"Action,Shooter,Shooter,Third-Person,Fantasy,Arcade",1 Player,27,31
5750,Tenchu 2: Birth of the Stealth Assassins,PlayStation,2000-08-07,77,8.7,Acquire,"Action Adventure,Fantasy",1 Player,14,58
3221,Seaman,Dreamcast,2000-08-09,82,8.5,Vivarium,"Strategy,Breeding/Constructing",No info,24,18
77,Chrono Cross,PlayStation,2000-08-15,94,8.8,SquareSoft,"Role-Playing,Console-style RPG",1 Player,16,412
8932,RC Revenge,PlayStation,2000-08-16,72,0.0,Acclaim,"Driving,Racing,Arcade",No info,8,0
17382,ECW Anarchy Rulz,PlayStation,2000-08-18,43,6.4,Acclaim,"Action,Fighting,Wrestling",No info,7,5
4721,Sega Marine Fishing,Dreamcast,2000-08-20,79,8.8,Sega,"Sports,Nature,Fishing",No info,18,6
10652,NCAA GameBreaker 2001,PlayStation,2000-08-21,69,0.0,989Sports,"Sports,Traditional,Football,Sim",No info,9,0
10651,Deep Fighter: The Tsunami Offense,Dreamcast,2000-08-22,69,7.0,CriterionGames,"Simulation,Sci-Fi,Futuristic Sub",No info,17,4
519,Madden NFL 2001,PlayStation,2000-08-22,90,6.8,EASports,"Sports,Traditional,Football,Sim",No info,14,4
10695,D2,Dreamcast,2000-08-22,69,8.0,WARP,"Action Adventure,Horror",1 Player,15,10
12162,SnoCross Championship Racing,PlayStation,2000-08-22,66,0.0,UDS,"Driving,Racing,Snow / Water",No info,8,0
967,Power Stone 2,Dreamcast,2000-08-23,87,8.8,Capcom,"Action,Fighting,3D",No info,19,54
15390,NFL QB Club 2001,Nintendo64,2000-08-23,57,7.5,HighVoltageSoftware,"Sports,Traditional,Football,Sim",No info,9,4
17472,ATV: Quad Power Racing,PlayStation,2000-08-23,42,0.0,ClimaxGroup,"Driving,Racing,Rally / Offroad",1-2 ,9,0
5477,Madden NFL 2001,PC,2000-08-24,78,5.8,EASports,"Sports,Traditional,Team,Football,Sim,Sim",1-2 ,13,5
756,Age of Empires II: The Conquerors Expansion,PC,2000-08-24,88,9.1,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",1-8 ,21,428
1095,Grand Prix 3,PC,2000-08-24,87,7.2,"HasbroInteractive,Atari","Driving,Racing,Simulation,Formula One,Formula One,Automobile",1-4 ,12,27
9086,Microsoft Golf 2001 Edition,PC,2000-08-24,72,7.0,MicrosoftGameStudios,"Sports,Traditional,Individual,Golf,Sim,Sim",1-4 ,10,4
16492,Sydney 2000,PC,2000-08-25,51,4.9,AttentionToDetail,"Sports,Olympic Sports,Olympic Sports,Individual,Athletics",1-4 ,20,7
7915,AeroWings 2: Air Strike,Dreamcast,2000-08-27,74,8.9,CRI,"Simulation,Flight,Modern Jet",No info,20,9
3114,The Sims: Livin' Large,PC,2000-08-27,82,7.2,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player,23,22
289,Mario Tennis,Nintendo64,2000-08-28,91,8.8,CamelotSoftwarePlanning,"Sports,Traditional,Tennis",No info,16,142
3688,Valkyrie Profile,PlayStation,2000-08-29,81,8.8,Tri-Ace,"Role-Playing,Console-style RPG",1 Player,8,65
739,Ultimate Fighting Championship,Dreamcast,2000-08-29,88,7.4,Anchor,"Action,Fighting,3D",No info,24,14
1992,Sega GT,Dreamcast,2000-08-29,84,7.6,TOSE,"Driving,Racing,GT / Street",No info,25,14
17619,Resident Evil: Survivor,PlayStation,2000-08-30,39,6.1,Capcom,"Action Adventure,Horror",1 Player,10,87
1173,Spider-Man,PlayStation,2000-08-30,87,8.8,NeversoftEntertainment,"Action Adventure,Sci-Fi",1 Player,19,232
5881,Turok 3: Shadow of Oblivion,Nintendo64,2000-08-30,77,6.9,AcclaimStudiosAustin,"Action,Shooter,First-Person,Sci-Fi",No info,15,29
16223,Sydney 2000,Dreamcast,2000-08-31,53,8.0,AttentionToDetail,"Sports,Olympic Sports",No info,14,5
3548,Pokemon Puzzle League,Nintendo64,2000-09-01,81,8.5,Nintendo,"Miscellaneous,Puzzle,Matching",No info,15,39
4479,Tokyo Xtreme Racer 2,Dreamcast,2000-09-01,79,9.0,Genki,"Driving,Mission-based",No info,16,26
5621,NHL FaceOff 2001,PlayStation,2000-09-05,78,0.0,SolWorks,"Sports,Traditional,Ice Hockey,Sim",No info,11,0
13994,Hogs of War,PlayStation,2000-09-05,62,8.5,InfogramesSheffield,"Strategy,General",No info,10,61
17350,Danger Girl,PlayStation,2000-09-06,43,5.8,n-Space,"Action,Shooter,Third-Person,Modern",1 Player,10,9
2067,San Francisco Rush 2049,Dreamcast,2000-09-06,84,8.6,Midway,"Driving,Racing,Futuristic",No info,17,22
21,NFL 2K1,Dreamcast,2000-09-07,97,6.4,VisualConcepts,"Sports,Traditional,Football,Sim",No info,22,67
601,Homeworld: Cataclysm,PC,2000-09-07,89,8.8,BarkingDog,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",1-4 ,25,87
16372,Star Trek: New Worlds,PC,2000-09-07,52,7.0,14DegreesEast,"Strategy,General,General",1-3 ,23,17
2248,Ecco the Dolphin: Defender of the Future,Dreamcast,2000-09-10,84,8.0,AppaloosaInteractive,"Action Adventure,Fantasy",No info,26,22
4651,Parasite Eve II,PlayStation,2000-09-12,79,8.8,SquareSoft,"Role-Playing,Action RPG",,14,137
17564,MTV Sports: Skateboarding featuring Andy Macdonald,PlayStation,2000-09-12,40,0.0,Darkblack,"Sports,Alternative,Skateboarding",No info,8,0
5177,NFL Blitz 2001,Dreamcast,2000-09-14,78,8.0,AvalancheSoftware,"Sports,Traditional,Football,Arcade",No info,15,5
10650,Duck Dodgers Starring Daffy Duck,Nintendo64,2000-09-16,69,8.4,ParadigmEntertainment,"Action,Platformer,3D",No info,7,5
2554,Crimson Skies,PC,2000-09-17,83,7.7,ZipperInteractive,"Simulation,Flight,Sci-Fi,Futuristic Jet,Futuristic Jet,Combat",1-8 ,32,23
17686,Duke Nukem: Land of the Babes,PlayStation,2000-09-19,37,6.9,n-Space,"Action,Shooter,Third-Person,Sci-Fi",1-2 ,7,34
8670,NASCAR 2001,PlayStation,2000-09-19,73,7.1,BlackBox,"Driving,Racing,Stock Car",No info,8,9
12261,RPG Maker,PlayStation,2000-09-19,66,7.7,KuusouKagaku,"Role-Playing,Console-style RPG",1 Player,11,12
1713,F355 Challenge,Dreamcast,2000-09-19,85,8.3,Sega,"Driving,Racing,GT / Street",No info,20,16
1335,Star Trek: Voyager Elite Force,PC,2000-09-20,86,7.8,RavenSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1-32 ,25,67
1,Tony Hawk's Pro Skater 2,PlayStation,2000-09-20,98,7.4,NeversoftEntertainment,"Sports,Alternative,Skateboarding",1-2 ,19,647
5291,Midtown Madness 2,PC,2000-09-21,78,8.6,"AngelStudios,RockstarSanDiego","Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",1-8 ,27,95
1248,Steel Beasts,PC,2000-09-24,86,7.7,eSimGames,"Simulation,Tank,Tank,Vehicle,Combat",1-8 ,13,20
43,Baldur's Gate II: Shadows of Amn,PC,2000-09-24,95,9.1,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",Up to 6 ,30,1433
2702,Metal Gear Solid,PC,2000-09-24,83,8.9,DigitalDialect,"Action Adventure,Modern,General,Modern",1 Player,23,235
17138,Army Men: Sarge's Heroes 2,Nintendo64,2000-09-26,46,6.9,3DO,"Action,Shooter,Third-Person,Fantasy",No info,8,16
15795,Buzz Lightyear of Star Command,Dreamcast,2000-09-26,55,8.3,Traveller'sTales,"Action,Platformer,3D",No info,16,6
14192,ESPN International Track & Field,Dreamcast,2000-09-26,61,0.0,KCEO,"Sports,Olympic Sports",No info,10,0
8103,Army Men: Air Attack 2,PlayStation,2000-09-26,74,6.3,3DO,"Action,General",1-2 ,8,8
16102,Buzz Lightyear of Star Command,PlayStation,2000-09-26,54,6.8,Traveller'sTales,"Action,Platformer,3D",No info,10,12
10694,Destruction Derby Raw,PlayStation,2000-09-26,69,7.0,Studio33,"Driving,Demolition Derby",No info,9,18
2782,Dave Mirra Freestyle BMX,PlayStation,2000-09-26,82,7.1,"Z-Axis,Ltd.","Sports,Alternative,Biking",1-2 ,14,10
8156,Sanity: Aiken's Artifact,PC,2000-09-26,73,7.0,MonolithProductions,"Action,General,General",1-8 ,20,11
716,NHL 2001,PlayStation,2000-09-26,88,7.3,Page44Studios,"Sports,Traditional,Ice Hockey,Sim",No info,10,9
13058,Heroes Chronicles: Conquest of the Underworld,PC,2000-09-27,64,6.9,3DO,"Strategy,General,General",1 Player,7,10
3442,NASCAR Heat,PC,2000-09-27,81,7.7,MonsterGamesInc.,"Driving,Racing,Simulation,Stock Car,Stock Car,Automobile",1-16 ,13,21
10249,Wizards & Warriors,PC,2000-09-27,70,7.4,HeuristicPark,"Role-Playing,General,General",No Online Multiplayer,23,14
11795,Heroes Chronicles: Warlords of the Wasteland,PC,2000-09-27,67,7.8,3DO,"Strategy,General,General",1 Player,7,10
424,NHL 2001,PC,2000-09-28,90,6.6,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",1-8 ,22,47
9675,Panzer General III: Scorched Earth,PC,2000-09-28,71,7.4,SSI,"Strategy,Turn-Based,General,General,Tactics",1-4 ,17,13
13868,Tom Clancy's Rainbow Six: Covert Ops Essentials,PC,2000-09-28,62,5.6,RedStormEntertainment,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",1 Player,13,5
1334,Dino Crisis 2,PlayStation,2000-09-29,86,9.0,Capcom,"Action Adventure,Sci-Fi",1 Player,13,226
16980,Amazons & Aliens,PC,2000-09-30,48,5.2,JoWooDEntertainmentAG,"Strategy,General,General",1-3 ,8,6
10071,MTV Sports: Pure Ride,PlayStation,2000-09-30,70,0.0,RadicalEntertainment,"Sports,Alternative,Snowboarding",No info,9,0
12122,F1 Championship Season 2000,PlayStation,2000-09-30,66,0.0,VisualSciences,"Driving,Racing,Formula One",No info,8,0
4298,RollerCoaster Tycoon: Loopy Landscapes,PC,2000-09-30,80,8.7,ChrisSawyer,"Strategy,Tycoon,Management,Business / Tycoon",1 Player,12,207
13746,Spawn: In the Demon's Hand,Dreamcast,2000-10-01,62,8.5,Capcom,"Action,Shooter,Third-Person,Fantasy",No info,16,10
9354,Frogger 2: Swampy's Revenge,PC,2000-10-01,72,8.3,"HasbroInteractive,BlitzGames","Action,General,General,Platformer,3D",1-4 ,11,13
4036,Jarrett & Labonte Stock Car Racing,PlayStation,2000-10-03,80,7.7,Codemasters,"Driving,Racing,GT / Street",No info,8,6
8228,Blair Witch Volume I: Rustin Parr,PC,2000-10-04,73,7.6,TerminalReality,"Action Adventure,Horror,Horror,Survival",1 Player,28,29
2152,Street Fighter III: 3rd Strike,Dreamcast,2000-10-04,84,8.5,Capcom,"Action,Fighting,2D",No info,15,45
3387,SWAT 3: Elite Edition,PC,2000-10-06,81,8.0,SierraEntertainment,"Action,Shooter,Shooter,First-Person,Tactical,Modern",No info,9,50
2996,Ogre Battle 64,Nintendo64,2000-10-07,82,8.9,Quest,"Strategy,Turn-Based,Fantasy",1 Player,10,92
738,Superbike 2001,PC,2000-10-09,88,6.6,MilestoneS.r.l,"Driving,Racing,Simulation,Motorcycle,Automobile,Street,Street",1-6 ,12,26
14332,Alien Resurrection,PlayStation,2000-10-10,61,7.4,ArgonautGames,"Action,Shooter,First-Person,Sci-Fi",1 Player,12,24
1536,Rollcage Stage II,PlayStation,2000-10-10,85,8.4,AttentionToDetail,"Driving,Racing,Futuristic",No info,7,18
8155,Death Track Racing,PC,2000-10-10,73,6.6,AttentionToDetail,"Driving,Racing,Arcade,Futuristic,Futuristic",1-4 ,7,5
4778,Close Combat: Invasion: Normandy,PC,2000-10-10,79,7.6,AtomicGames,"Strategy,Turn-Based,Real-Time,Historic,Tactics",1-2 ,17,30
2470,Combat Flight Simulator 2: WWII Pacific Theater,PC,2000-10-13,83,7.0,MicrosoftGameStudios,"Simulation,Flight,WWII,WWII,Combat",1-16 ,22,9
12603,Battleship: Surface Thunder,PC,2000-10-15,65,0.0,Meyer/GlassInteractive,"Action,Miscellaneous,General,General,Board / Card Game",1-4 ,8,0
15327,Dragon Valor,PlayStation,2000-10-16,57,8.9,Namco,"Role-Playing,Action RPG",1 Player,9,17
544,Samba de Amigo,Dreamcast,2000-10-16,89,8.4,SonicTeam,"Miscellaneous,Rhythm,Music",No info,20,23
17391,Cruis'n  Exotica,Nintendo64,2000-10-16,43,7.2,GratuitousGames,"Driving,Racing,Arcade",No info,7,10
1197,NBA Live 2001,PlayStation,2000-10-16,86,7.1,EASports,"Sports,Traditional,Basketball,Sim",1-8 ,10,10
6545,Star Wars Episode I: Jedi Power Battles,Dreamcast,2000-10-18,76,8.2,LucasArts,"Action,Beat-'Em-Up",No info,14,26
5553,Dirt Track Racing: Sprint Cars,PC,2000-10-19,78,8.3,Ratbag,"Driving,Racing,Simulation,Stock Car,Stock Car,Automobile",1-10 ,11,22
5961,Unreal Tournament,PlayStation2,2000-10-21,77,7.3,EpicGames,"Action,Shooter,First-Person,Sci-Fi",1-4 ,23,22
1946,Command & Conquer: Red Alert 2,PC,2000-10-21,84,8.9,WestwoodStudios,"Strategy,Real-Time,Sci-Fi,Sci-Fi,Command",1-8 ,29,480
142,Quake III Arena,Dreamcast,2000-10-22,93,8.3,Raster,"Action,Shooter,First-Person,Sci-Fi",No info,25,75
1143,Zeus: Master of Olympus,PC,2000-10-22,87,8.7,ImpressionsGames,"Strategy,General,General,Management,Government",1 Player,23,83
6069,Demolition Racer: No Exit,Dreamcast,2000-10-23,77,8.6,PitbullSyndicate,"Driving,Demolition Derby",1-2 ,19,23
7003,Ready 2 Rumble Boxing: Round 2,PlayStation2,2000-10-23,75,7.3,Midway,"Sports,Traditional,Boxing",1-2 ,20,4
1333,Medal of Honor Underground,PlayStation,2000-10-23,86,8.9,DreamworksInteractive,"Action,Shooter,First-Person,Historic",1-2 ,16,88
15988,Orphen: Scion of Sorcery,PlayStation2,2000-10-23,54,7.1,Shade,"Role-Playing,Console-style RPG",1 Player,15,14
3334,TimeSplitters,PlayStation2,2000-10-23,81,7.9,FreeRadicalDesign,"Action,Shooter,First-Person,Sci-Fi",1-4 ,23,51
10539,Ready 2 Rumble Boxing: Round 2,Dreamcast,2000-10-23,70,7.3,Midway,"Sports,Traditional,Boxing",1-2 ,13,7
282,Madden NFL 2001,PlayStation2,2000-10-23,91,7.5,EASports,"Sports,Traditional,Football,Sim",1-8 ,25,10
13567,Silent Scope,Dreamcast,2000-10-23,63,8.8,Konami,"Action,Shooter,Rail",No info,10,4
300,Spyro: Year of the Dragon,PlayStation,2000-10-23,91,8.9,InsomniacGames,"Action,Platformer,3D",1 Player,15,345
17317,Mike Tyson Boxing,PlayStation,2000-10-23,44,0.0,Codemasters,"Sports,Traditional,Boxing",No info,7,0
13452,Silent Scope,PlayStation2,2000-10-23,63,0.0,KCET,"Action,Shooter,Rail",1 Player,23,0
13291,X-Squad,PlayStation2,2000-10-23,64,0.0,ElectronicArts,"Action,Shooter,Third-Person,Sci-Fi",1 Player,18,0
8534,Gungriffon Blaze,PlayStation2,2000-10-24,73,0.0,GameArts,"Simulation,Sci-Fi,Mech",1 Player,16,0
1372,Links 2001,PC,2000-10-24,86,6.3,MicrosoftGameStudios,"Sports,Traditional,Individual,Golf,Sim,Sim",1-8 ,22,6
8481,ESPN Winter X-Games Snowboarding,PlayStation2,2000-10-24,73,0.0,Konami,"Sports,Alternative,Snowboarding",1-2 ,12,0
13946,Eternal Ring,PlayStation2,2000-10-24,62,6.1,FromSoftware,"Role-Playing,First-Person",1 Player,13,12
17167,Squad Leader,PC,2000-10-24,46,0.0,RandomGamesInc.,"Strategy,General,General",1 Player,11,0
13022,Street Fighter EX3,PlayStation2,2000-10-24,64,7.9,Arika,"Action,Fighting,3D",1-4 ,17,32
5476,Armored Core 2,PlayStation2,2000-10-24,78,8.6,FromSoftware,"Simulation,Sci-Fi,Mech",1-2 ,23,24
14939,Evergrace,PlayStation2,2000-10-24,59,8.3,FromSoftware,"Role-Playing,Action RPG",1 Player,12,6
6665,Mega Man Legends 2,PlayStation,2000-10-24,76,8.8,Capcom,"Adventure,General",1 Player,10,88
319,DOA2: Hardcore,PlayStation2,2000-10-25,91,8.0,TeamNinja,"Action,Fighting,3D",1-4 ,20,62
12036,RayCrisis: Series Termination,PlayStation,2000-10-25,67,0.0,TaitoCorporation,"Action,Shooter,Scrolling",1 Player,8,0
5060,Swing Away Golf,PlayStation2,2000-10-25,78,0.0,T&ESoft,"Sports,Traditional,Golf,Arcade",1-4 ,15,0
5176,Ridge Racer V,PlayStation2,2000-10-25,78,7.5,Namco,"Driving,Racing,Arcade",1-2 ,20,11
7757,Summoner,PlayStation2,2000-10-25,74,7.5,VolitionInc.,"Role-Playing,Action RPG",1 Player,16,16
52,The Legend of Zelda: Majora's Mask,Nintendo64,2000-10-25,95,9.2,Nintendo,"Action Adventure,Fantasy",1 Player,27,1198
7429,Dynasty Warriors 2,PlayStation2,2000-10-25,75,8.7,OmegaForce,"Action,Beat-'Em-Up",1 Player,17,35
5059,Midnight Club: Street Racing,PlayStation2,2000-10-25,78,7.6,AngelStudios,"Driving,Racing,GT / Street",1-2 ,18,29
1712,NHL 2001,PlayStation2,2000-10-25,85,8.2,EASports,"Sports,Traditional,Ice Hockey,Sim",1-8 ,22,12
1555,Tekken Tag Tournament,PlayStation2,2000-10-25,85,8.4,Namco,"Action,Fighting,3D",1-4 ,25,159
13333,Wild Wild Racing,PlayStation2,2000-10-25,64,0.0,RageSoftware,"Driving,Racing,Rally / Offroad",1-2 ,13,0
8996,ESPN International Track & Field,PlayStation2,2000-10-25,72,7.3,KonamiComputerEntertainmentOsaka,"Sports,Olympic Sports",1-2 ,16,4
8997,Fantavision,PlayStation2,2000-10-25,72,6.6,SCEJ,"Miscellaneous,Puzzle,General",1-2 ,18,9
4522,Smuggler's Run,PlayStation2,2000-10-25,79,6.7,RockstarSanDiego,"Driving,Mission-based",1-2 ,21,22
329,Tony Hawk's Pro Skater 2,PC,2000-10-25,91,8.5,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",1-4 ,22,204
17162,Surfing H3O,PlayStation2,2000-10-26,46,3.6,Opus,"Sports,Alternative,Surfing",1-2 ,15,11
12812,Super Runabout: San Francisco Edition,Dreamcast,2000-10-28,65,7.2,ClimaxEntertainment,"Driving,Mission-based",No info,11,5
14938,KISS: Psycho Circus,Dreamcast,2000-10-29,59,7.6,TremorEntertainment,"Action,General",No info,9,5
8480,4x4 Evolution,PC,2000-10-29,73,6.5,TerminalReality,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",1-16 ,23,19
1945,Knockout Kings 2001,PlayStation,2000-10-30,84,7.4,EASports,"Sports,Traditional,Boxing",No info,11,10
14673,Army Men: Sarge's Heroes,Dreamcast,2000-10-30,60,7.8,Saffire,"Action,Shooter,Third-Person,Fantasy",No info,7,8
1746,FIFA 2001 Major League Soccer,PC,2000-10-30,85,7.0,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",1-8 ,14,27
132,SSX,PlayStation2,2000-10-30,93,8.2,EASportsBig,"Sports,Alternative,Snowboarding",1-2 ,35,55
94,Jet Grind Radio,Dreamcast,2000-10-30,94,8.1,Smilebit,"Action,Platformer,3D",No info,24,89
8479,NFL GameDay 2001,PlayStation,2000-10-30,73,0.0,989Sports,"Sports,Traditional,Football,Sim",No info,10,0
7914,4x4 Evolution,Dreamcast,2000-10-30,74,7.0,TerminalReality,"Driving,Racing,Rally / Offroad",No info,13,7
15620,Blair Witch Volume II: The Legend of Coffin Rock,PC,2000-10-30,56,4.6,HumanHeadStudios,"Action Adventure,Horror,Horror,Survival",1 Player,21,8
9674,NBA ShootOut 2001,PlayStation,2000-10-30,71,0.0,989Sports,"Sports,Traditional,Basketball,Sim",No info,10,0
8154,Red Dog: Superior Firepower,Dreamcast,2000-10-31,73,7.9,ArgonautGames,"Driving,Car Combat",No info,12,7
5959,You Don't Know Jack: 5th Dementia,PC,2000-10-31,77,6.5,Jellyvision,"Miscellaneous,Trivia / Game Show,Trivia / Game Show",1-3 ,8,6
5958,MotoGP,PlayStation2,2000-10-31,77,5.8,Namco,"Driving,Racing,Motorcycle,Street",1-2 ,16,5
15767,Cool Boarders 2001,PlayStation,2000-10-31,56,3.3,IdolMinds,"Sports,Alternative,Snowboarding",No info,10,4
159,NBA 2K1,Dreamcast,2000-11-01,93,7.1,VisualConcepts,"Sports,Traditional,Basketball,Sim",No info,19,19
3591,007: The World is Not Enough,Nintendo64,2000-11-01,81,7.6,EurocomEntertainmentSoftware,"Action,Shooter,First-Person,Modern",1-4 ,16,56
16968,Freestyle Motocross: McGrath Vs. Pastrana,PlayStation,2000-11-05,48,0.0,"Z-Axis,Ltd.","Driving,Racing,Motorcycle,Motocross",No info,7,0
543,Sacrifice,PC,2000-11-05,89,8.7,ShinyEntertainment,"Strategy,Real-Time,Fantasy,General,Fantasy",1-4 ,31,153
15389,"Hey You, Pikachu!",Nintendo64,2000-11-05,57,6.4,Ambrella,"Adventure,General",1 Player,12,33
12732,Tiger Woods PGA Tour 2001,PC,2000-11-06,65,0.0,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",1-4 ,10,0
12303,NASCAR 2001,PlayStation2,2000-11-06,66,6.5,EASports,"Driving,Racing,Stock Car",1-2 ,16,10
16156,Real Pool,PlayStation2,2000-11-06,54,0.0,Takara,"Miscellaneous,Parlor,Billiards",1-2 ,15,0
11193,Crash Bash,PlayStation,2000-11-06,68,8.1,EurocomEntertainmentSoftware,"Miscellaneous,Party",1-4 ,12,172
11,Tony Hawk's Pro Skater 2,Dreamcast,2000-11-06,97,6.2,Treyarch,"Sports,Alternative,Skateboarding",No info,18,88
14120,007: The World is not Enough,PlayStation,2000-11-06,61,6.7,BlackOpsEntertainment,"Action,Shooter,First-Person,Modern",No info,11,51
4215,Incredible Crisis,PlayStation,2000-11-06,80,8.0,PolygonMagic,"Action,General",1-2 ,11,15
6738,Rune (2000),PC,2000-11-07,76,7.7,HumanHeadStudios,"Action Adventure,Fantasy,General,Fantasy",1-16 ,26,66
8102,Delta Force: Land Warrior,PC,2000-11-07,74,7.7,NovaLogic,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",No info,22,52
11451,Starship Troopers: Terran Ascendancy,PC,2000-11-07,68,7.7,BlueTongueEntertainment,"Action,Strategy,Real-Time,Shooter,First-Person,Sci-Fi,Tactics,Sci-Fi",1 Player,19,54
4720,Space Empires IV,PC,2000-11-07,79,7.7,MalfadorMachinations,"Strategy,Turn-Based,General,General,4X",Up to 20 ,13,44
1410,Escape from Monkey Island,PC,2000-11-08,86,7.5,LucasArts,"Adventure,3D,Fantasy,Third-Person,Fantasy",No Online Multiplayer,32,113
14539,JetFighter IV: Fortress America,PC,2000-11-08,60,7.5,MissionStudios,"Simulation,Flight,Modern Jet,Combat",1 Player,15,4
899,Counter-Strike,PC,2000-11-08,88,9.2,TheCounter-StrikeTeam,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern",Online Multiplayer,11,7112
3981,Capcom vs. SNK,Dreamcast,2000-11-09,80,8.6,Capcom,"Action,Fighting,2D",No info,17,30
6473,The Devil Inside,PC,2000-11-09,76,6.1,CryoInteractive,"Adventure,General,General",No info,9,14
14119,Europa Universalis: Crown of the North,PC,2000-11-09,61,6.8,ParadoxDevelopmentStudio,"Strategy,Real-Time,Historic,General,Historic",No info,9,10
